id	pred	
1:	['重合', '网关', '接触器']
1527:	['标定', '测井', '测量仪']
1528:	['燃料', '添加', '物']
1529:	['机柜', '主机', '配电箱']
1530:	[]
1531:	[]
1532:	['抗体', '淋巴瘤', '分型']
1533:	['机上', '横机', '导纱']
1534:	['磁芯', '铁氧体', '磁导率']
1535:	['镁', '导热', '砖']
1536:	['水槽', '灶', '转轴']
1537:	['单鞋', '摔软', '回弹']
1538:	['保护膜', '卷材', '压延']
1539:	['离合器', '间隙', '蜗杆']
1540:	['不锈钢管', '无缝', '机械加工']
1541:	['发布', '与子', '核心']
1542:	['CT', '复合地板', '木门']
1543:	[]
1544:	['麻吉', '炒股', '麻鸡']
1545:	['横机', '泡泡', '卷筒']
1546:	[]
1547:	[]
1548:	['硅橡胶', '软管', '无溶剂']
1549:	['电缆线', '卷筒', '变频器']
1550:	['环境监测', '采水', '标准']
1551:	['进气', '歧管', '冷器']
1552:	['门窗', '插销', '复合型']
1553:	['浸泡', '食品安全', '包装袋']
1554:	['串接', '换向器', '防松']
1555:	[]
1556:	['淬火', '钢带', '弹簧钢']
1557:	['双色', '立轴', '办公椅']
1558:	['天', '坯布', '丝棉']
1559:	['涂层', '执行机构', '远程']
1560:	['机柜', '终端设备', '会议']
1561:	['真空泵', '油桶', '导管']
1562:	['疏水', '模切机', '保护性']
1563:	['管件', '分流器', '流通']
1564:	['装杯', '包装纸', '纸盒']
1565:	['镜片', '测温', '长波']
1566:	['真空泵', '分子筛', '制氮机']
1567:	['变压', '汽轮机', '反馈']
1568:	['卡丁车', '轮毂', '改进']
1569:	['封底', '玻璃管', '干']
1570:	[]
1571:	['变径', '不锈钢丝', '弹簧机']
1572:	['热力', '型材', '涡旋']
1573:	['散热器', '混', '热水器']
1574:	['推送', '除静电', '油墨']
1575:	['漏电', '微动', '联锁']
1576:	[]
1577:	['黏膜', '阴道', '口腔']
1578:	['机供', '戳', '信函']
1579:	['中间', '龙头', '车灯']
1580:	['导热', '摩卡', '壶']
1581:	['造粒', '热转印', '铅笔']
1582:	['水路', '燃气管', '热力']
1583:	['风冷', '燃料', '减速']
1584:	['塑盖', '卫生', '杯子']
1585:	['载体', '高通量', '枪头']
1586:	['铣刀', '六角', '内六角']
1587:	['滤清器', '聚氨酯', '喷枪']
1588:	['锻钢', '减震器', '电渣']
1589:	['焊接设备', '管件', '卫生']
1590:	['萤丹', '涂料', '乙烯基']
1591:	[]
1592:	[]
1593:	[]
1594:	['腹肌', '书架', '健身器材']
1595:	['踏溜车', '蛙式', '三轮']
1596:	['镍', '制袋机', '烘箱']
1597:	['测定仪', '排水系统', '灌溉']
1598:	['袜', '静脉曲张', '磁性']
1599:	['黄铜', '接管', '铜套']
1600:	['六角', '冷轧', '螺栓']
1601:	['紧器', '紧轮', '涨']
1602:	[]
1603:	['双极', '钳头', '钳']
1604:	['电力', '配电网', '数据交换']
1605:	['立体车库', '热水', '照明灯']
1606:	['涂层', '油剂', '共聚物']
1607:	['零部件', '顶', '汽车零件']
1608:	[]
1609:	['功效', '宫', '内裤']
1610:	['旋流', '泡沫', '金属加工']
1611:	[]
1612:	['钯', '双氧水', '冷却水']
1613:	['防水材料', '海水', '卷材']
1614:	['灯泡', '扩口', '机器']
1615:	['刷卡', '防护', '电梯']
1616:	['体育', '计时器', '健身']
1617:	['电子装置', '筒灯', '照明灯']
1618:	['漏电', '测量仪', '63']
1619:	['铆机', '链条', '预拉']
1620:	['前轮', 'JR', '割草']
1621:	['劳动力', '档位', '冲压']
1622:	['适配', '皮卡车', '滑轨']
1623:	['磷剂', '增氧', '破碎机']
1624:	['滤芯', '电厂', 'RO']
1625:	['动态', '锚点', '核验']
1626:	[]
1627:	['烯酮', '喹', '兽药']
1628:	[]
1629:	['螺栓', '批头', '选择器']
1630:	['搓', '全罩', '磨削']
1631:	['数据传输', '载波', '无线通信']
1632:	['中央空调', '储液', '铜套']
1633:	['荷载', '拉索', '笼']
1634:	['管件', '攻丝机', '攻牙机']
1635:	['磁性材料', '充磁', '磁性']
1636:	['Booster', '密封件', '热水']
1637:	[]
1638:	['热塑性', '尼龙', '聚丙烯']
1639:	['整理', '纺纱', '高韧性']
1640:	['喷雾机', '相似', '意外']
1641:	['防皱', '拉幅', '烘箱']
1642:	['转向节', '桥壳', '刹车片']
1643:	['真空泵', '流浆箱', '气垫']
1644:	['镜腿', '眼镜', '尼龙']
1645:	['等温', '铝合金', '正火']
1646:	['及选', '针器', '选针器']
1647:	['电表箱', '二位', '型线']
1648:	['右侧', '盲区', '预警']
1649:	['扣板', '链条', '淬火']
1650:	['牧马人', '调节器', '自由度']
1651:	[]
1652:	['感应式', '光交箱', '压电']
1653:	['废边', '铝材', '带料']
1654:	['遥感', '定位系统', '北斗']
1655:	['肉末', '调味品', '水浴']
1656:	['塑封', '机上', '器件']
1657:	['B', '饭盒', '翻']
1658:	['合闸', '抽屉', '联锁']
1659:	['淬火', '齿式', '数控铣']
1660:	['磁芯', '排插', '充电器']
1661:	[]
1662:	['变电站', '需求', '中断']
1663:	['食物', '炒菜', '铲']
1664:	['上料机', '标定', '理论']
1665:	['帽', '导板', '接触器']
1666:	[]
1667:	[]
1668:	['建造', '盾构', '堆放']
1669:	['粘结剂', '绝热', '硅酸钙']
1670:	['打孔机', '雕', '多头']
1671:	['标准件', '热水器', '内径']
1672:	['益智', '模拟', '橡皮泥']
1673:	['无纺布', '抗撕裂', '仿里']
1674:	[]
1675:	['包装袋', '编织', '编织袋']
1676:	['PVB', '胶膜', '塑料制品']
1677:	['焊接设备', '导管', '钢瓶']
1678:	['范围', '斜轨', '双通道']
1679:	['点火', '磁性', '节']
1680:	['浇注', '升降器', '实验']
1681:	['球头', '批头', '钢珠']
1682:	['骨架', '办公椅', '传感']
1683:	['微信', '操作界面', '大厅']
1684:	['生活', '微生物', '单体']
1685:	[]
1686:	[]
1687:	['381A', '激活', '自助']
1688:	['存储', '聚氨酯', '胶水']
1689:	['切片机', '试片', '多头']
1690:	[]
1691:	['滤芯', '过滤网', '存储设备']
1692:	['减速', '升降器', '蜗轮']
1693:	['木塑', 'px15376', '聚氨酯']
1694:	['阀盖', '汽车尾气', 'Y']
1695:	[]
1696:	['胶水', '存储', '稀释剂']
1697:	['炭黑', '开炼机', '抓手']
1698:	['导热油', '热能', '储存罐']
1699:	['铝材', '型材', '高韧性']
1700:	['变径', '骨', '编织']
1701:	['美甲', '甲片', '气泡']
1702:	['消白', '复合型', '船舶']
1703:	[]
1704:	['变电站', '开关柜', '配电柜']
1705:	['中间', '双色', '滤清器']
1706:	['舒适性', '雨棚', '遮阳']
1707:	['功耗', '离合器', 'SOC']
1708:	['测功', '功率', '测功机']
1709:	['铝材', '炉灶', '选择性']
1710:	['管件', '排气管', '分流器']
1711:	['排污泵', '串联', '乳化']
1712:	['盆', '爬藤盆', '土培箱']
1713:	[]
1714:	[]
1715:	['储液', '散热器', '机车']
1716:	['发布', '会议', '管理控制']
1717:	['饭盒', '波纹', 'YSB']
1718:	['号码', '信令', '纳米材料']
1719:	['龙头', '提花', '帘']
1720:	['镁', '钴', '浓度梯度']
1721:	['浮漂', '手电筒', '锤']
1722:	['制鞋', '除菌', '安全鞋']
1723:	['多腔', '电器', '燃料']
1724:	['抽屉', '铝合金', '复制']
1725:	['扎啤', '啤酒', '酒矛']
1726:	['淬火', '卷筒', '弹簧钢']
1727:	['钢带', '编织', '电阻']
1728:	['电热', '干法', '制粒机']
1729:	['光固化', '动态', '熔融']
1730:	['器件', '电池组', '运输装置']
1731:	[]
1732:	[]
1733:	['形变', '房屋', '墙体']
1734:	['组网', 'LORA', '预警']
1735:	['自控', '油压', '微卡']
1736:	['功效', '纤维素', '记忆']
1737:	['双通道', '精灵', '收银机']
1738:	[]
1739:	['爆型', '矿用', '接触器']
1740:	['炸药', '乳化', '水相']
1741:	['管用', '延期', '雷管']
1742:	['快递', '危险品', '信息']
1743:	['复合型', '造纸用', '包装机']
1744:	['风力机', '电能', '联锁']
1745:	['加弹机', '纺纱', '腔']
1746:	['舒缓', '桌垫', '预警']
1747:	['转轴', '链条', '减速']
1748:	['加弹机', '络丝机', '原丝架']
1749:	['磁电', '减速', '编码器']
1750:	[]
1751:	['枕', '面料', '羽绒']
1752:	['离合器', '手刹', '拉索']
1753:	['管件', '冷凝器', '储液']
1754:	['烟管', '管用', '吸油烟机']
1755:	['陶瓷膜', '活性污泥', '饮用水']
1756:	['门', '机械锁', '乘客']
1757:	['喷胶', '组装机', '包装机']
1758:	['制鞋', '学生', '鞋子']
1759:	['冲孔', '纸袋', '贴装']
1760:	['管件', '手把', 'ABS']
1761:	['变电站', '人员', '配电箱']
1762:	[]
1763:	['重合', '2018', '接触器']
1764:	['插销', '大灯', '聚丙烯']
1765:	['热封', '快递', '气泡']
1766:	[]
1767:	['失压', '灭火', '拉杆']
1768:	['童锁', '矩阵', '分布式']
1769:	['DTRO', '渗', '滤液']
1770:	['料仓', '场', '性']
1771:	['RAID', '纠错', '远程']
1772:	['张飞', '公仔', '盈']
1773:	['圆锥', '外圈', '磨床']
1774:	['密码锁', '机械锁', '挂锁']
1775:	['真空泵', '海岛', 'ORC']
1776:	['水等', '供水系统', '饮料瓶']
1777:	[]
1778:	['纤维素', '渗', '滤液']
1779:	['自带', '型材', '偏差']
1780:	['修正', '铅封', '东星']
1781:	['助磨剂', '测定仪', '振动台']
1782:	['匹配', '学习', '机器']
1783:	['焊接设备', '铁屑', '晶体生长']
1784:	['预警', '沟线', '型线']
1785:	['印刷纸', '凹版', '气泡']
1786:	['蜗杆', '减速器', '蜗轮']
1787:	['恶唑烷', '丁基', '实验']
1788:	['六角', '造纸用', '网部']
1789:	['脑电波', '复合型', '显示仪']
1790:	['平板', '会议', '摄像头']
1791:	['TOF', 'AXON', '滤光片']
1792:	['门窗', '纯铜', '型材']
1793:	['电表', '电表箱', '配电箱']
1794:	['粘结剂', '面片', '内径']
1795:	['天然气', '冷轧', '弯管机']
1796:	['废边', '切分', '胶水']
1797:	['喷雾机', '臭氧', '消毒机']
1798:	['软', '串联', '硬']
1799:	['粉料', '筛沙', '贮存']
1800:	[]
1801:	['体', '无刷', '吸尘器']
1802:	['投线', '晶体', '机器']
1803:	['消白', '评价', '换热器']
1804:	['量子', 'SOC', '密钥']
1805:	[]
1806:	['钢板', '梁柱', '聚氨酯']
1807:	['试验室', '汽车尾气', '存储']
1808:	[]
1809:	['滤芯', '滤清器', '便']
1810:	['纸盒', '订书', '包装机']
1811:	['丝', '保险丝', '冲击']
1812:	['污水', '管网', '坡道']
1813:	[]
1814:	[]
1815:	['热水器', '集热器', '锂电池']
1816:	['剪辑', '拆分', '可读']
1817:	[]
1818:	['北斗', '楼宇', 'GPS']
1819:	['提取液', '腮红', '灌装机']
1820:	['天然气', '常压塔', '椭圆']
1821:	['陀螺仪', '骨架', '标定']
1822:	['锥形', '排水管', '钢筋']
1823:	['紧器', '链条', '预拉']
1824:	['天然气', '减速机', '变频器']
1825:	['选机', '铝灰铝渣', '浮选']
1826:	[]
1827:	['导热', '发光', '金属件']
1828:	[]
1829:	['分析', '破坏', '图像处理']
1830:	['相似', '系统控制', '模拟量']
1831:	['皮带', '宽度', '干']
1832:	['电镐', '锯片', '砂光机']
1833:	['直臂', '耐腐蚀', '下摆']
1834:	['举升机', '上料机', '液压缸']
1835:	['机上', '涂漆', '磁轭片']
1836:	['分体式', '双阀', '瓣']
1837:	['电除尘器', '蜂窝', '干']
1838:	['离合器', '减速', '减速器']
1839:	['上染', '丝光', '尼龙']
1840:	['淋浴', '门', '滑轨']
1841:	['聚乳酸', '空气层', '养生']
1842:	['除雾器', '串联', '丝网']
1843:	['水路', '灌溉', '磁性']
1844:	['钢丝网', '深孔板', '离合器']
1845:	[]
1846:	[]
1847:	['门', '防护门', '滑轨']
1848:	[]
1849:	['BMS', '反接', '充电']
1850:	['对齐', '堆放', '瓦楞纸']
1851:	['点火', '接电', '栓锁筒']
1852:	['办公椅', '链条', '千斤顶']
1853:	['高能', '滚边', '烘箱']
1854:	['气室', 'ABS', '气管']
1855:	['大屏', '广告牌', '变色']
1856:	['器件', '反偏', '桥堆']
1857:	['NK', '体外', '扩增']
1858:	[]
1859:	[]
1860:	['反光', '止血', '包装袋']
1861:	['电力工程', '监理', '工字钢']
1862:	['二氯', '喹诺酮', '氨基']
1863:	['非晶', '调压', '大容量']
1864:	['脚踏板', '攻丝机', '减速机']
1865:	['眼镜架', '镜腿', '眼镜']
1866:	['气流', '造粒', '稳定剂']
1867:	['2018', '混', '活性染料']
1868:	['腔', '电热', '饮用水']
1869:	['相似', '拾音', '学习']
1870:	['电子枪', '枪弹', '执法']
1871:	[]
1872:	[]
1873:	['交易系统', '通行', '认证']
1874:	['救援', '码道', '增量']
1875:	['安全监控', '切换器', '滤光片']
1876:	['风冷', '永磁', '霍尔']
1877:	['密封件', '双氧水', '锤']
1878:	['依赖', '发布', '定制']
1879:	['信号灯', '牌', '车道']
1880:	['扫描仪', '标定', 'OCT']
1881:	['站', '浸胶', '属具']
1882:	[]
1883:	['起重机械', '门', '编码器']
1884:	['用途', '罗马', '聚酯纤维']
1885:	['套用', '化钠', '叠氮']
1886:	['操作界面', '盘点', '远距离']
1887:	['器具', '储物箱', '拉杆']
1888:	['染整', '针织物', '储存罐']
1889:	[]
1890:	['蜗杆', '减速机', '蜗轮']
1891:	['真空泵', '碳化硅', '外延']
1892:	['线缆', '抗压', '层']
1893:	['高通量', 'B', '组库']
1894:	['防水材料', '搭接', '改性沥青']
1895:	['电除尘器', '丝网', '阳极板']
1896:	['磁芯', '锻', '钳']
1897:	['环氧', '型材', '压花']
1898:	['骨架', '管用', '排水管']
1899:	['减震器', '气囊', '减振器']
1900:	['纳米银', '弹性体', '高韧性']
1901:	[]
1902:	['铁屑', '羽绒被', '羽绒']
1903:	[]
1904:	['导热', '预制', '拉直']
1905:	['环线', '液控', '插装式']
1906:	['翅', '冷却水', '调控']
1907:	[]
1908:	['数据传输', '特种', 'USB']
1909:	['灭火', '干粉', '焊机']
1910:	['湿度', '染液', '纺织印染']
1911:	['扳机', '压力容器', '喷枪']
1912:	[]
1913:	['门', '双列', '磁性']
1914:	[]
1915:	[]
1916:	['抗污', '磁性', '负离子']
1917:	['贷款', '营销', '可热']
1918:	[]
1919:	['分开', '耐磨性', '微雕']
1920:	['播放', '视频', '高清']
1921:	['高活性', '氯化亚铜', '熔融']
1922:	['酸性染料', '机上', '圆网']
1923:	['漏电', '交流', '高低压']
1924:	['分纤箱', '机柜', '支持']
1925:	['苷', '柠檬', '干']
1926:	['正畸', '钳', '舌侧']
1927:	[]
1928:	['掉落', '镗', '内径']
1929:	['防堵', '存储', '包装机']
1930:	['骨架', '多向', '脚踏板']
1931:	[]
1932:	['镁', '钛白粉', '纤维素']
1933:	['条', '导通', '铆钉']
1934:	['变径', '轴类', '钻孔机']
1935:	[]
1936:	['平板式', '载板', '高质量']
1937:	['号码机', '自动', '归零']
1938:	['点火', '门锁', '机车']
1939:	['接电', '机柜', '存储']
1940:	['猫', '狗', '粮']
1941:	[]
1942:	['显示屏', '存储', '寄存']
1943:	[]
1944:	[]
1945:	['提醒', '指纹锁', '门']
1946:	['电子信息', '圣诞灯', '机器']
1947:	['水准', '尺', '水准测量']
1948:	['电缆料', '封边', '条']
1949:	['服务平台', '生活', '隐盾']
1950:	['反光', '大灯', 'USB']
1951:	['眼镜架', '眼镜', '全框型']
1952:	['用途', '茂', '配体']
1953:	[]
1954:	['碗形', '数字', '茶几']
1955:	['散粉', '称量', '调液']
1956:	['胶乳', '羧基', '丁苯']
1957:	['扳机', '按钮开关', '双通道']
1958:	['多肽', '激动剂', 'PER2']
1959:	['蓝宝石', '晶棒', '晶片']
1960:	['瓦', '卷材', '玻纤瓦']
1961:	['冷裱', '卷筒', '胶水']
1962:	['亚麻', '纺纱', '栉']
1963:	['淬火', '转向器', '储液']
1964:	['牵引器', '改进', '狗带']
1965:	['弹簧', '碳刷', '霍尔']
1966:	['塑料瓶', '管件', '滑块']
1967:	['钴', '感应器', '钐']
1968:	[]
1969:	[]
1970:	['冷挤压', '密封件', '闭合']
1971:	['电器', '脱扣', '支持']
1972:	['冷热', '开启', '风机']
1973:	['铸件', '发电机组', '汽油']
1974:	['上线', '举升', '倒装']
1975:	['风冷', '柔版', '水循环']
1976:	['薄壁', '自动扶梯', '翻身']
1977:	['双极', '钳', '切除']
1978:	[]
1979:	['共存', '全双工', '通信']
1980:	['圆柱体', 'N', '电锤']
1981:	['喷码', '折边', '药品']
1982:	['接机', '带材', '桌椅']
1983:	['引诱', '蓟马', '花']
1984:	['炉用', '聚氨酯', '漆包']
1985:	[]
1986:	['OPP', '光滑', '驱蚊']
1987:	['家长', '端系统', '分析']
1988:	['极', '丝网', '晶体']
1989:	['防腐涂料', '石墨', '烯']
1990:	[]
1991:	['电热', '吸管', 'USB']
1992:	[]
1993:	['器具', '摇臂钻', '焊机']
1994:	['背心', '内裤', '短裤']
1995:	['黄油枪', '切槽机', '锯片']
1996:	['滤芯', '中央空调', '净化器']
1997:	['变电站', '预装', '环网']
1998:	['镁', '砖', '钢包']
1999:	['喷涂机', '定子', '内径']
2000:	['热流', '开水', '聚乳酸']
